content,translation
食 前 方 丈 ，,吃 饭 时 面 前 有 一 丈 见 方 的 大 桌 子 ，
食 前 方 丈 ， 侍 妾 数 百 人 ，,吃 饭 时 面 前 有 一 丈 见 方 的 大 桌 子 ， 旁 边 有 侍 候 的 奴 妾 几 百 人 ，
食 前 方 丈 ， 侍 妾 数 百 人 ， 我 得 志 弗 为 也 ；,吃 饭 时 面 前 有 一 丈 见 方 的 大 桌 子 ， 旁 边 有 侍 候 的 奴 妾 几 百 人 ， 我 如 果 得 志 ， 不 行 为 于 这 些 。
侍 妾 数 百 人 ，,旁 边 有 侍 候 的 奴 妾 几 百 人 ，
侍 妾 数 百 人 ， 我 得 志 弗 为 也 ；,旁 边 有 侍 候 的 奴 妾 几 百 人 ， 我 如 果 得 志 ， 不 行 为 于 这 些 。
我 得 志 弗 为 也 ；,我 如 果 得 志 ， 不 行 为 于 这 些 。
般 乐 饮 酒 ，,颁 布 享 乐 而 饮 酒 ，
般 乐 饮 酒 ， 驱 骋 田 猎 ，,颁 布 享 乐 而 饮 酒 ， 骑 马 在 田 野 上 打 猎 ，
般 乐 饮 酒 ， 驱 骋 田 猎 ， 后 车 千 乘 ，,颁 布 享 乐 而 饮 酒 ， 骑 马 在 田 野 上 打 猎 ， 后 面 跟 随 着 兵 车 千 乘 ，
驱 骋 田 猎 ，,骑 马 在 田 野 上 打 猎 ，
驱 骋 田 猎 ， 后 车 千 乘 ，,骑 马 在 田 野 上 打 猎 ， 后 面 跟 随 着 兵 车 千 乘 ，
驱 骋 田 猎 ， 后 车 千 乘 ， 我 得 志 弗 为 也 。,骑 马 在 田 野 上 打 猎 ， 后 面 跟 随 着 兵 车 千 乘 ， 我 如 果 得 志 ， 不 行 为 于 这 些 。
后 车 千 乘 ，,后 面 跟 随 着 兵 车 千 乘 ，
后 车 千 乘 ， 我 得 志 弗 为 也 。,后 面 跟 随 着 兵 车 千 乘 ， 我 如 果 得 志 ， 不 行 为 于 这 些 。
我 得 志 弗 为 也 。,我 如 果 得 志 ， 不 行 为 于 这 些 。
在 彼 者 ，,在 他 们 认 为 快 乐 的 那 些 ，
在 彼 者 ， 皆 我 所 不 为 也 ；,在 他 们 认 为 快 乐 的 那 些 ， 都 是 我 所 不 愿 意 作 为 的 ；
皆 我 所 不 为 也 ；,都 是 我 所 不 愿 意 作 为 的 ；
在 我 者 ，,在 我 所 认 为 快 乐 的 ，
在 我 者 ， 皆 古 之 制 也 ，,在 我 所 认 为 快 乐 的 ， 都 是 古 人 留 下 来 的 ，
在 我 者 ， 皆 古 之 制 也 ， 吾 何 畏 彼 哉 ？,在 我 所 认 为 快 乐 的 ， 都 是 古 人 留 下 来 的 ， 我 为 什 么 要 畏 惧 他 们 呢 ？
皆 古 之 制 也 ，,都 是 古 人 留 下 来 的 ，
皆 古 之 制 也 ， 吾 何 畏 彼 哉 ？,都 是 古 人 留 下 来 的 ， 我 为 什 么 要 畏 惧 他 们 呢 ？
吾 何 畏 彼 哉 ？,我 为 什 么 要 畏 惧 他 们 呢 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 养 心 莫 善 于 寡 欲 。,孟 子 说 ： 修 养 自 己 的 心 ， 最 好 的 办 法 莫 过 于 减 少 欲 望 。
养 心 莫 善 于 寡 欲 。,修 养 自 己 的 心 ， 最 好 的 办 法 莫 过 于 减 少 欲 望 。
其 为 人 也 寡 欲 ，,如 果 为 人 处 世 少 有 欲 望 ，
其 为 人 也 寡 欲 ， 虽 有 不 存 焉 者 ，,如 果 为 人 处 世 少 有 欲 望 ， 虽 然 没 有 多 少 东 西 存 留 ，
其 为 人 也 寡 欲 ， 虽 有 不 存 焉 者 ， 寡 矣 ；,如 果 为 人 处 世 少 有 欲 望 ， 虽 然 没 有 多 少 东 西 存 留 ， 欲 望 还 是 很 少 的 ；
虽 有 不 存 焉 者 ，,虽 然 没 有 多 少 东 西 存 留 ，
虽 有 不 存 焉 者 ， 寡 矣 ；,虽 然 没 有 多 少 东 西 存 留 ， 欲 望 还 是 很 少 的 ；
寡 矣 ；,欲 望 还 是 很 少 的 ；
其 为 人 也 多 欲 ，,如 果 为 人 处 世 欲 望 很 多 ，
其 为 人 也 多 欲 ， 虽 有 存 焉 者 ，,如 果 为 人 处 世 欲 望 很 多 ， 虽 然 存 留 有 很 多 东 西 ，
其 为 人 也 多 欲 ， 虽 有 存 焉 者 ， 寡 矣 。,如 果 为 人 处 世 欲 望 很 多 ， 虽 然 存 留 有 很 多 东 西 ， 也 会 觉 得 东 西 少 的 。
虽 有 存 焉 者 ，,虽 然 存 留 有 很 多 东 西 ，
虽 有 存 焉 者 ， 寡 矣 。,虽 然 存 留 有 很 多 东 西 ， 也 会 觉 得 东 西 少 的 。
寡 矣 。,也 会 觉 得 东 西 少 的 。
曾 皙 嗜 羊 枣 ，,曾 皙 爱 吃 羊 枣 ，
曾 皙 嗜 羊 枣 ， 而 曾 子 不 忍 食 羊 枣 。,曾 皙 爱 吃 羊 枣 ， 而 曾 子 却 不 忍 心 吃 羊 枣 。
而 曾 子 不 忍 食 羊 枣 。,而 曾 子 却 不 忍 心 吃 羊 枣 。
公 孙 丑 问 曰 ：,公 孙 丑 问 道 ：
公 孙 丑 问 曰 ： 脍 炙 与 羊 枣 孰 美 ？,公 孙 丑 问 道 ： 烤 肉 和 羊 枣 哪 一 种 好 吃 ？
脍 炙 与 羊 枣 孰 美 ？,烤 肉 和 羊 枣 哪 一 种 好 吃 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 脍 炙 哉 ！,孟 子 说 ： 当 然 是 烤 肉 。
脍 炙 哉 ！,当 然 是 烤 肉 。
公 孙 丑 曰 ：,公 孙 丑 说 ：
公 孙 丑 曰 ： 然 则 曾 子 何 为 食 脍 炙 而 不 食 羊 枣 ？,公 孙 丑 说 ： 那 么 曾 子 为 什 么 吃 烤 肉 而 不 吃 羊 枣 呢 ？
然 则 曾 子 何 为 食 脍 炙 而 不 食 羊 枣 ？,那 么 曾 子 为 什 么 吃 烤 肉 而 不 吃 羊 枣 呢 ？
曰 ：,孟 子 说 ：
曰 ： 脍 炙 所 同 也 ，,孟 子 说 ： 烤 肉 是 人 人 都 爱 吃 的 ，
曰 ： 脍 炙 所 同 也 ， 羊 枣 所 独 也 。,孟 子 说 ： 烤 肉 是 人 人 都 爱 吃 的 ， 羊 枣 却 是 个 别 人 爱 吃 的 。
脍 炙 所 同 也 ，,烤 肉 是 人 人 都 爱 吃 的 ，
脍 炙 所 同 也 ， 羊 枣 所 独 也 。,烤 肉 是 人 人 都 爱 吃 的 ， 羊 枣 却 是 个 别 人 爱 吃 的 。
羊 枣 所 独 也 。,羊 枣 却 是 个 别 人 爱 吃 的 。
讳 名 不 讳 姓 ，,正 象 避 讳 时 只 讳 名 不 讳 姓 一 样 ，
讳 名 不 讳 姓 ， 姓 所 同 也 ，,正 象 避 讳 时 只 讳 名 不 讳 姓 一 样 ， 姓 是 很 多 人 共 有 的 ，
讳 名 不 讳 姓 ， 姓 所 同 也 ， 名 所 独 也 。,正 象 避 讳 时 只 讳 名 不 讳 姓 一 样 ， 姓 是 很 多 人 共 有 的 ， 而 名 是 一 个 人 独 有 的 。
姓 所 同 也 ，,姓 是 很 多 人 共 有 的 ，
姓 所 同 也 ， 名 所 独 也 。,姓 是 很 多 人 共 有 的 ， 而 名 是 一 个 人 独 有 的 。
名 所 独 也 。,而 名 是 一 个 人 独 有 的 。
公 孙 丑 问 曰 ：,公 孙 丑 问 ：
公 孙 丑 问 曰 ： 夫 子 加 齐 之 卿 相 ，,公 孙 丑 问 ： 先 生 您 要 是 担 任 齐 国 的 卿 相 大 官 ，
公 孙 丑 问 曰 ： 夫 子 加 齐 之 卿 相 ， 得 行 道 焉 ，,公 孙 丑 问 ： 先 生 您 要 是 担 任 齐 国 的 卿 相 大 官 ， 能 得 到 推 行 您 的 道 路 ，
夫 子 加 齐 之 卿 相 ，,先 生 您 要 是 担 任 齐 国 的 卿 相 大 官 ，
夫 子 加 齐 之 卿 相 ， 得 行 道 焉 ，,先 生 您 要 是 担 任 齐 国 的 卿 相 大 官 ， 能 得 到 推 行 您 的 道 路 ，
夫 子 加 齐 之 卿 相 ， 得 行 道 焉 ， 虽 由 此 霸 王 不 异 矣 。,先 生 您 要 是 担 任 齐 国 的 卿 相 大 官 ， 能 得 到 推 行 您 的 道 路 ， 虽 然 由 此 而 成 就 霸 道 和 王 道 ， 不 异 于 古 之 霸 王 之 君 矣 。
得 行 道 焉 ，,能 得 到 推 行 您 的 道 路 ，
得 行 道 焉 ， 虽 由 此 霸 王 不 异 矣 。,能 得 到 推 行 您 的 道 路 ， 虽 然 由 此 而 成 就 霸 道 和 王 道 ， 不 异 于 古 之 霸 王 之 君 矣 。
虽 由 此 霸 王 不 异 矣 。,虽 然 由 此 而 成 就 霸 道 和 王 道 ， 不 异 于 古 之 霸 王 之 君 矣 。
如 此 ，,象 这 样 ，
如 此 ， 则 动 心 否 乎 ？,象 这 样 ， 您 会 动 心 吗 ？
则 动 心 否 乎 ？,您 会 动 心 吗 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 否 。,孟 子 说 ： 不 ，
否 。,不 ，
我 四 十 不 动 心 。,我 四 十 岁 后 就 不 动 心 了 。
曰 ：,公 孙 丑 说 ：
曰 ： 若 是 ，,公 孙 丑 说 ： 若 是 这 样 ，
曰 ： 若 是 ， 则 夫 子 过 孟 贲 远 矣 。,公 孙 丑 说 ： 若 是 这 样 ， 先 生 比 孟 贲 要 强 多 了 。
若 是 ，,若 是 这 样 ，
若 是 ， 则 夫 子 过 孟 贲 远 矣 。,若 是 这 样 ， 先 生 比 孟 贲 要 强 多 了 。
则 夫 子 过 孟 贲 远 矣 。,先 生 比 孟 贲 要 强 多 了 。
曰 ：,孟 子 说 ：
曰 ： 是 不 难 ，,孟 子 说 ： 做 到 这 个 并 不 难 ，
曰 ： 是 不 难 ， 告 子 先 我 不 动 心 。,孟 子 说 ： 做 到 这 个 并 不 难 ， 告 子 做 到 不 动 心 比 我 还 要 早 。
是 不 难 ，,做 到 这 个 并 不 难 ，
是 不 难 ， 告 子 先 我 不 动 心 。,做 到 这 个 并 不 难 ， 告 子 做 到 不 动 心 比 我 还 要 早 。
告 子 先 我 不 动 心 。,告 子 做 到 不 动 心 比 我 还 要 早 。
曰 ：,公 孙 丑 问 ：
曰 ： 不 动 心 有 道 乎 ？,公 孙 丑 问 ： 做 到 不 动 心 有 什 么 决 窍 吗 ？
不 动 心 有 道 乎 ？,做 到 不 动 心 有 什 么 决 窍 吗 ？
曰 ：,孟 子 说 ：
曰 ： 有 。,孟 子 说 ： 有 ，
有 。,有 ，
北 宫 黝 之 养 勇 也 ，,北 宫 黝 培 养 勇 气 的 方 法 是 ，
北 宫 黝 之 养 勇 也 ， 不 肤 挠 ，,北 宫 黝 培 养 勇 气 的 方 法 是 ， 肌 肤 被 刺 破 而 不 屈 服 ，
北 宫 黝 之 养 勇 也 ， 不 肤 挠 ， 不 目 逃 ，,北 宫 黝 培 养 勇 气 的 方 法 是 ， 肌 肤 被 刺 破 而 不 屈 服 ， 看 见 可 怕 的 不 逃 避 ，
不 肤 挠 ，,肌 肤 被 刺 破 而 不 屈 服 ，
不 肤 挠 ， 不 目 逃 ，,肌 肤 被 刺 破 而 不 屈 服 ， 看 见 可 怕 的 不 逃 避 ，
不 肤 挠 ， 不 目 逃 ， 思 以 一 豪 挫 于 人 ，,肌 肤 被 刺 破 而 不 屈 服 ， 看 见 可 怕 的 不 逃 避 ， 即 使 有 一 根 毫 毛 被 别 人 伤 害 ，
不 目 逃 ，,看 见 可 怕 的 不 逃 避 ，
不 目 逃 ， 思 以 一 豪 挫 于 人 ，,看 见 可 怕 的 不 逃 避 ， 即 使 有 一 根 毫 毛 被 别 人 伤 害 ，
不 目 逃 ， 思 以 一 豪 挫 于 人 ， 若 挞 之 于 市 朝 。,看 见 可 怕 的 不 逃 避 ， 即 使 有 一 根 毫 毛 被 别 人 伤 害 ， 也 觉 得 犹 如 在 广 庭 大 众 下 遭 到 鞭 打 一 样 ，
思 以 一 豪 挫 于 人 ，,即 使 有 一 根 毫 毛 被 别 人 伤 害 ，
思 以 一 豪 挫 于 人 ， 若 挞 之 于 市 朝 。,即 使 有 一 根 毫 毛 被 别 人 伤 害 ， 也 觉 得 犹 如 在 广 庭 大 众 下 遭 到 鞭 打 一 样 ，
若 挞 之 于 市 朝 。,也 觉 得 犹 如 在 广 庭 大 众 下 遭 到 鞭 打 一 样 ，
不 受 于 褐 宽 博 ，,他 不 受 制 于 贫 贱 的 人 ，
不 受 于 褐 宽 博 ， 亦 不 受 于 万 乘 之 君 。,他 不 受 制 于 贫 贱 的 人 ， 也 不 受 制 于 大 国 的 君 主 ；
亦 不 受 于 万 乘 之 君 。,也 不 受 制 于 大 国 的 君 主 ；
视 刺 万 乘 之 君 ，,把 刺 杀 大 国 君 主 看 作 如 同 刺 杀 普 通 平 民 一 样 ；
视 刺 万 乘 之 君 ， 无 严 诸 侯 。,把 刺 杀 大 国 君 主 看 作 如 同 刺 杀 普 通 平 民 一 样 ； 他 不 尊 敬 诸 侯 ，
无 严 诸 侯 。,他 不 尊 敬 诸 侯 ，
必 反 之 。,受 到 辱 骂 必 然 要 回 骂 。
孟 施 舍 之 所 养 勇 也 ，,孟 施 舍 培 养 勇 气 的 方 法 又 不 同 ，
孟 施 舍 之 所 养 勇 也 ， 曰 ：,孟 施 舍 培 养 勇 气 的 方 法 又 不 同 ， 他 说 ：
孟 施 舍 之 所 养 勇 也 ， 曰 ： 视 不 胜 犹 胜 也 。,孟 施 舍 培 养 勇 气 的 方 法 又 不 同 ， 他 说 ： 在 失 败 的 情 况 下 还 要 看 到 胜 利 ，
曰 ：,他 说 ：
曰 ： 视 不 胜 犹 胜 也 。,他 说 ： 在 失 败 的 情 况 下 还 要 看 到 胜 利 ，
视 不 胜 犹 胜 也 。,在 失 败 的 情 况 下 还 要 看 到 胜 利 ，
量 敌 而 后 进 ，,如 果 估 量 敌 方 的 强 弱 而 后 前 进 ，
量 敌 而 后 进 ， 虑 胜 而 后 会 ，,如 果 估 量 敌 方 的 强 弱 而 后 前 进 ， 思 虑 胜 败 后 才 交 锋 ，
量 敌 而 后 进 ， 虑 胜 而 后 会 ， 是 畏 三 军 者 也 。,如 果 估 量 敌 方 的 强 弱 而 后 前 进 ， 思 虑 胜 败 后 才 交 锋 ， 就 是 害 怕 敌 方 的 三 军 。
虑 胜 而 后 会 ，,思 虑 胜 败 后 才 交 锋 ，
虑 胜 而 后 会 ， 是 畏 三 军 者 也 。,思 虑 胜 败 后 才 交 锋 ， 就 是 害 怕 敌 方 的 三 军 。
是 畏 三 军 者 也 。,就 是 害 怕 敌 方 的 三 军 。
舍 岂 能 为 必 胜 哉 ？,我 怎 么 能 因 为 必 胜 才 战 斗 ？
能 无 惧 而 已 矣 。,我 只 要 无 所 畏 惧 就 行 了 。
孟 施 舍 似 曾 子 ，,孟 施 舍 象 曾 子 ，
孟 施 舍 似 曾 子 ， 北 宫 黝 似 子 夏 。,孟 施 舍 象 曾 子 ， 北 宫 黝 象 子 夏 。
北 宫 黝 似 子 夏 。,北 宫 黝 象 子 夏 。
夫 二 子 之 勇 ，,这 两 个 人 的 勇 气 ，
夫 二 子 之 勇 ， 未 知 其 孰 贤 ，,这 两 个 人 的 勇 气 ， 不 知 道 谁 更 好 些 ，
夫 二 子 之 勇 ， 未 知 其 孰 贤 ， 然 而 孟 施 舍 守 约 也 。,这 两 个 人 的 勇 气 ， 不 知 道 谁 更 好 些 ， 然 而 孟 施 舍 却 能 遵 守 约 定 。
未 知 其 孰 贤 ，,不 知 道 谁 更 好 些 ，
未 知 其 孰 贤 ， 然 而 孟 施 舍 守 约 也 。,不 知 道 谁 更 好 些 ， 然 而 孟 施 舍 却 能 遵 守 约 定 。
然 而 孟 施 舍 守 约 也 。,然 而 孟 施 舍 却 能 遵 守 约 定 。
子 好 勇 乎 ？,从 前 曾 子 告 诉 子 襄 说 你 崇 尚 勇 敢 吗 ？
吾 尝 闻 大 勇 于 夫 子 矣 ：,我 曾 经 听 孔 子 说 过 大 的 勇 敢 ，
吾 尝 闻 大 勇 于 夫 子 矣 ： 自 反 而 不 缩 ，,我 曾 经 听 孔 子 说 过 大 的 勇 敢 ， 反 躬 自 问 而 不 退 缩 ，
吾 尝 闻 大 勇 于 夫 子 矣 ： 自 反 而 不 缩 ， 虽 褐 宽 博 ，,我 曾 经 听 孔 子 说 过 大 的 勇 敢 ， 反 躬 自 问 而 不 退 缩 ， 虽 然 是 平 民 ，
自 反 而 不 缩 ，,反 躬 自 问 而 不 退 缩 ，
自 反 而 不 缩 ， 虽 褐 宽 博 ，,反 躬 自 问 而 不 退 缩 ， 虽 然 是 平 民 ，
自 反 而 不 缩 ， 虽 褐 宽 博 ， 吾 不 惴 焉 ；,反 躬 自 问 而 不 退 缩 ， 虽 然 是 平 民 ， 我 也 不 恐 惧 ；
虽 褐 宽 博 ，,虽 然 是 平 民 ，
虽 褐 宽 博 ， 吾 不 惴 焉 ；,虽 然 是 平 民 ， 我 也 不 恐 惧 ；
吾 不 惴 焉 ；,我 也 不 恐 惧 ；
自 反 而 缩 ，,反 躬 自 问 而 退 缩 ，
自 反 而 缩 ， 虽 千 万 人 ，,反 躬 自 问 而 退 缩 ， 虽 然 有 千 万 人 ，
自 反 而 缩 ， 虽 千 万 人 ， 吾 往 矣 。,反 躬 自 问 而 退 缩 ， 虽 然 有 千 万 人 ， 我 也 前 往 。
虽 千 万 人 ，,虽 然 有 千 万 人 ，
虽 千 万 人 ， 吾 往 矣 。,虽 然 有 千 万 人 ， 我 也 前 往 。
吾 往 矣 。,我 也 前 往 。
孟 施 舍 之 守 气 ，,孟 施 舍 保 持 无 所 畏 惧 的 态 度 ，
孟 施 舍 之 守 气 ， 又 不 如 曾 子 之 守 约 也 。,孟 施 舍 保 持 无 所 畏 惧 的 态 度 ， 又 不 如 曾 子 之 遵 守 约 定 了 。
又 不 如 曾 子 之 守 约 也 。,又 不 如 曾 子 之 遵 守 约 定 了 。
曰 ：,公 孙 丑 说 ：
曰 ： 与 告 子 之 不 动 心 ，,公 孙 丑 说 ： 请 问 先 生 的 不 动 心 与 告 子 的 不 动 心 ，
曰 ： 与 告 子 之 不 动 心 ， 可 得 闻 与 ？,公 孙 丑 说 ： 请 问 先 生 的 不 动 心 与 告 子 的 不 动 心 ， 可 以 说 来 听 听 吗 ？
与 告 子 之 不 动 心 ，,请 问 先 生 的 不 动 心 与 告 子 的 不 动 心 ，
与 告 子 之 不 动 心 ， 可 得 闻 与 ？,请 问 先 生 的 不 动 心 与 告 子 的 不 动 心 ， 可 以 说 来 听 听 吗 ？
可 得 闻 与 ？,可 以 说 来 听 听 吗 ？
告 子 曰 ：,告 子 说 ：
告 子 曰 ： 不 得 于 言 ，,告 子 说 ： 不 懂 得 对 方 的 语 言 ，
告 子 曰 ： 不 得 于 言 ， 勿 求 于 心 ；,告 子 说 ： 不 懂 得 对 方 的 语 言 ， 就 无 法 理 解 对 方 的 心 思 ；
不 得 于 言 ，,不 懂 得 对 方 的 语 言 ，
不 得 于 言 ， 勿 求 于 心 ；,不 懂 得 对 方 的 语 言 ， 就 无 法 理 解 对 方 的 心 思 ；
勿 求 于 心 ；,就 无 法 理 解 对 方 的 心 思 ；
不 得 于 心 ，,不 理 解 对 方 的 心 思 ，
不 得 于 心 ， 勿 求 于 气 。,不 理 解 对 方 的 心 思 ， 就 无 法 理 解 对 方 的 意 气 。
勿 求 于 气 。,就 无 法 理 解 对 方 的 意 气 。
不 得 于 心 ，,不 理 解 对 方 的 心 思 ，
不 得 于 心 ， 勿 求 于 气 ，,不 理 解 对 方 的 心 思 ， 就 无 法 理 解 对 方 的 意 气 ，
不 得 于 心 ， 勿 求 于 气 ， 可 ；,不 理 解 对 方 的 心 思 ， 就 无 法 理 解 对 方 的 意 气 ， 是 可 以 的 ；
勿 求 于 气 ，,就 无 法 理 解 对 方 的 意 气 ，
勿 求 于 气 ， 可 ；,就 无 法 理 解 对 方 的 意 气 ， 是 可 以 的 ；
可 ；,是 可 以 的 ；
不 得 于 言 ，,不 懂 得 对 方 的 语 言 ，
不 得 于 言 ， 勿 求 于 心 ，,不 懂 得 对 方 的 语 言 ， 就 无 法 理 解 对 方 的 心 思 ，
不 得 于 言 ， 勿 求 于 心 ， 不 可 。,不 懂 得 对 方 的 语 言 ， 就 无 法 理 解 对 方 的 心 思 ， 就 不 可 以 了 。
勿 求 于 心 ，,就 无 法 理 解 对 方 的 心 思 ，
勿 求 于 心 ， 不 可 。,就 无 法 理 解 对 方 的 心 思 ， 就 不 可 以 了 。
不 可 。,就 不 可 以 了 。
夫 志 ，,人 的 意 志 ，
夫 志 ， 气 之 帅 也 ；,人 的 意 志 ， 乃 是 人 的 意 气 的 主 帅 ，
气 之 帅 也 ；,乃 是 人 的 意 气 的 主 帅 ，
气 ，,人 的 意 气 ，
气 ， 体 之 充 也 。,人 的 意 气 ， 是 充 满 人 体 内 的 巨 大 的 精 神 力 量 。
体 之 充 也 。,是 充 满 人 体 内 的 巨 大 的 精 神 力 量 。
夫 志 至 焉 ，,那 意 志 是 周 密 而 周 到 的 ，
夫 志 至 焉 ， 气 次 焉 。,那 意 志 是 周 密 而 周 到 的 ， 意 气 比 起 来 就 稍 差 一 点 。
气 次 焉 。,意 气 比 起 来 就 稍 差 一 点 。
故 曰 ：,所 以 说 ：
故 曰 ： 持 其 志 ，,所 以 说 ： 保 持 自 己 的 意 志 ，
故 曰 ： 持 其 志 ， 无 暴 其 气 。,所 以 说 ： 保 持 自 己 的 意 志 ， 不 要 糟 蹋 自 己 的 意 气 。
持 其 志 ，,保 持 自 己 的 意 志 ，
持 其 志 ， 无 暴 其 气 。,保 持 自 己 的 意 志 ， 不 要 糟 蹋 自 己 的 意 气 。
无 暴 其 气 。,不 要 糟 蹋 自 己 的 意 气 。
既 曰 志 至 焉 ，,既 然 说 ： 那 意 志 是 周 密 而 周 到 的 ，
既 曰 志 至 焉 ， 气 次 焉 ，,既 然 说 ： 那 意 志 是 周 密 而 周 到 的 ， 意 气 比 起 来 就 稍 差 一 点 。
既 曰 志 至 焉 ， 气 次 焉 ， 又 曰 持 其 志 无 暴 其 气 者 ，,既 然 说 ： 那 意 志 是 周 密 而 周 到 的 ， 意 气 比 起 来 就 稍 差 一 点 。 又 说 ： 保 持 自 己 的 意 志 ，
气 次 焉 ，,意 气 比 起 来 就 稍 差 一 点 。
气 次 焉 ， 又 曰 持 其 志 无 暴 其 气 者 ，,意 气 比 起 来 就 稍 差 一 点 。 又 说 ： 保 持 自 己 的 意 志 ，
气 次 焉 ， 又 曰 持 其 志 无 暴 其 气 者 ， 何 也 ？,意 气 比 起 来 就 稍 差 一 点 。 又 说 ： 保 持 自 己 的 意 志 ， 这 是 为 什 么 呢 ？
